userId,songId,Q1,Q2,Q3,Extraversion,sociability,assertiveness,energy_level,Agreeableness,compassion,respectfulness,trust,Conscientiousness,organization,productiveness,responsibility,Neuroticism,anxiety,depression,emotional_volatility,Openness,intellectual_curiosity,aesthetic_sensitivity,creative_imagination,rms,lowenergy,eventdensity,pulseclarity,attacktime_mean,attacktime_std,attacktime_slope,attacktime_periodentropy,attackslope_mean,attackslope_std,attackslope_slope,attackslope_periodentropy,zerocross,brightness,centroid,spread,skewness,kurtosis,flatness,mirentropy,inharmonicity,activity,valence,tension,happy,sad,tender,anger,fear
59,21057,2,2,2,3.583333333,3.75,4,3,4.083333333,4.75,4.5,3,3,2.25,3.5,3.25,2.5,2,2.25,3.25,3.833333333,4.25,3.25,4,0.102621408,0.485221675,1.279116466,0.075329856,0.067816092,0.031765954,-0.002752918,0.961782441,681796.5383,760058.5621,0.077268447,0.962303471,1992.237259,0.752658887,3351.525899,0.652695341,2.69599E+11,5.56438E+15,0.176849137,0.884897918,0.437624192,7.323327917,5.405215184,9.311350559,1.416469967,1.625286877,0.254469748,2.289143363,4.165689654
184,21057,1,1,1,3.083333333,3.25,3.25,2.75,3.916666667,4.5,3.5,3.75,4.166666667,4.75,3.75,4,3.666666667,4.75,4,2.25,4.666666667,4.75,4.5,4.75,0.102621408,0.485221675,1.279116466,0.075329856,0.067816092,0.031765954,-0.002752918,0.961782441,681796.5383,760058.5621,0.077268447,0.962303471,1992.237259,0.752658887,3351.525899,0.652695341,2.69599E+11,5.56438E+15,0.176849137,0.884897918,0.437624192,7.323327917,5.405215184,9.311350559,1.416469967,1.625286877,0.254469748,2.289143363,4.165689654
203,21057,1,1,1,4.166666667,5,2.75,4.75,4.083333333,5,4.75,2.5,5,5,5,5,3.333333333,3.75,2.5,3.75,4.666666667,5,4,5,0.102621408,0.485221675,1.279116466,0.075329856,0.067816092,0.031765954,-0.002752918,0.961782441,681796.5383,760058.5621,0.077268447,0.962303471,1992.237259,0.752658887,3351.525899,0.652695341,2.69599E+11,5.56438E+15,0.176849137,0.884897918,0.437624192,7.323327917,5.405215184,9.311350559,1.416469967,1.625286877,0.254469748,2.289143363,4.165689654
248,21057,5,3,3,2.5,2.5,3,2,3.166666667,3.5,3.25,2.75,2.083333333,2,2.25,2,4.75,4.75,5,4.5,4.5,5,3.75,4.75,0.102621408,0.485221675,1.279116466,0.075329856,0.067816092,0.031765954,-0.002752918,0.961782441,681796.5383,760058.5621,0.077268447,0.962303471,1992.237259,0.752658887,3351.525899,0.652695341,2.69599E+11,5.56438E+15,0.176849137,0.884897918,0.437624192,7.323327917,5.405215184,9.311350559,1.416469967,1.625286877,0.254469748,2.289143363,4.165689654
259,21057,4,2,4,4.166666667,4,4.5,4,2.916666667,3.25,3.5,2,4.25,4,4.5,4.25,3.666666667,4.5,3,3.5,4.333333333,3.75,4.75,4.5,0.102621408,0.485221675,1.279116466,0.075329856,0.067816092,0.031765954,-0.002752918,0.961782441,681796.5383,760058.5621,0.077268447,0.962303471,1992.237259,0.752658887,3351.525899,0.652695341,2.69599E+11,5.56438E+15,0.176849137,0.884897918,0.437624192,7.323327917,5.405215184,9.311350559,1.416469967,1.625286877,0.254469748,2.289143363,4.165689654
277,21057,4,4,3,2.916666667,2.5,4,2.25,3.166666667,3,4.25,2.25,2.5,3,1.5,3,3.166666667,3.5,3.75,2.25,4.166666667,4,3.75,4.75,0.102621408,0.485221675,1.279116466,0.075329856,0.067816092,0.031765954,-0.002752918,0.961782441,681796.5383,760058.5621,0.077268447,0.962303471,1992.237259,0.752658887,3351.525899,0.652695341,2.69599E+11,5.56438E+15,0.176849137,0.884897918,0.437624192,7.323327917,5.405215184,9.311350559,1.416469967,1.625286877,0.254469748,2.289143363,4.165689654
317,21057,4,4,4,3.5,3,3.75,3.75,3.583333333,3.75,4,3,3.916666667,3.75,3.75,4.25,2.083333333,2.5,1.75,2,4,4.25,3.75,4,0.102621408,0.485221675,1.279116466,0.075329856,0.067816092,0.031765954,-0.002752918,0.961782441,681796.5383,760058.5621,0.077268447,0.962303471,1992.237259,0.752658887,3351.525899,0.652695341,2.69599E+11,5.56438E+15,0.176849137,0.884897918,0.437624192,7.323327917,5.405215184,9.311350559,1.416469967,1.625286877,0.254469748,2.289143363,4.165689654
50,29445,4,3,2,2.416666667,1.75,3.25,2.25,2.333333333,2.5,2.25,2.25,3.166666667,3.5,3,3,4.166666667,4.5,3.75,4.25,3.916666667,4.5,4.25,3,0.2253549,0.501557632,3.82256894,0.534513601,0.056477273,0.017546237,0.037538536,0.969389855,3601282.309,1895434.12,0.031807211,0.965033862,2349.964463,0.629521962,5165.059711,0.376131534,3.41239E+12,1.47439E+17,0.502165842,0.945888042,0.484929751,14.00589358,6.869647492,7.554017698,3.43057677,1.476387876,-2.691607289,8.787697156,4.087964487
107,29445,4,4,4,2.166666667,1.5,1.5,3.5,3.083333333,3.75,3.5,2,2.166666667,1.5,2.25,2.75,4.416666667,5,3.75,4.5,3.833333333,4.25,2.75,4.5,0.2253549,0.501557632,3.82256894,0.534513601,0.056477273,0.017546237,0.037538536,0.969389855,3601282.309,1895434.12,0.031807211,0.965033862,2349.964463,0.629521962,5165.059711,0.376131534,3.41239E+12,1.47439E+17,0.502165842,0.945888042,0.484929751,14.00589358,6.869647492,7.554017698,3.43057677,1.476387876,-2.691607289,8.787697156,4.087964487
192,29445,3,3,4,3.416666667,4.25,2,4,3.75,3.75,4.25,3.25,2,1.75,1,3.25,3.75,3.75,3.5,4,4.583333333,5,4.25,4.5,0.2253549,0.501557632,3.82256894,0.534513601,0.056477273,0.017546237,0.037538536,0.969389855,3601282.309,1895434.12,0.031807211,0.965033862,2349.964463,0.629521962,5165.059711,0.376131534,3.41239E+12,1.47439E+17,0.502165842,0.945888042,0.484929751,14.00589358,6.869647492,7.554017698,3.43057677,1.476387876,-2.691607289,8.787697156,4.087964487
234,29445,2,2,1,1.75,2.25,1.75,1.25,3.083333333,3.25,3.75,2.25,3.166666667,3,3,3.5,4.75,4.75,5,4.5,2.583333333,3,2.75,2,0.2253549,0.501557632,3.82256894,0.534513601,0.056477273,0.017546237,0.037538536,0.969389855,3601282.309,1895434.12,0.031807211,0.965033862,2349.964463,0.629521962,5165.059711,0.376131534,3.41239E+12,1.47439E+17,0.502165842,0.945888042,0.484929751,14.00589358,6.869647492,7.554017698,3.43057677,1.476387876,-2.691607289,8.787697156,4.087964487
254,29445,1,1,1,3.583333333,2.75,4.25,3.75,3.5,3.5,4,3,2.916666667,2.5,2.25,4,2.5,2.25,3.5,1.75,4.75,4.75,5,4.5,0.2253549,0.501557632,3.82256894,0.534513601,0.056477273,0.017546237,0.037538536,0.969389855,3601282.309,1895434.12,0.031807211,0.965033862,2349.964463,0.629521962,5165.059711,0.376131534,3.41239E+12,1.47439E+17,0.502165842,0.945888042,0.484929751,14.00589358,6.869647492,7.554017698,3.43057677,1.476387876,-2.691607289,8.787697156,4.087964487
260,29445,4,4,4,3.416666667,2.75,4.5,3,3.083333333,2.75,3.25,3.25,3.333333333,2.5,4,3.5,2.666666667,2,3.25,2.75,4.083333333,3.75,4.5,4,0.2253549,0.501557632,3.82256894,0.534513601,0.056477273,0.017546237,0.037538536,0.969389855,3601282.309,1895434.12,0.031807211,0.965033862,2349.964463,0.629521962,5165.059711,0.376131534,3.41239E+12,1.47439E+17,0.502165842,0.945888042,0.484929751,14.00589358,6.869647492,7.554017698,3.43057677,1.476387876,-2.691607289,8.787697156,4.087964487
48,28329,1,1,1,3.666666667,3.75,3.25,4,3.25,3.25,3.25,3.25,3.25,2.75,3.75,3.25,3.666666667,3.75,3.5,3.75,3.5,3.5,3.25,3.75,0.072617087,0.557722309,5.23397762,0.252789031,0.075549133,0.024193122,-0.016122258,0.961968464,664958.7766,556196.4395,-0.00694047,0.966665326,679.4888141,0.226506115,1565.515626,0.964129317,97286324259,1.50662E+15,0.092911766,0.808631466,0.449386483,6.809000201,8.82141365,7.089269193,4.921037226,0.468580304,2.245882817,1.661629486,1.247934952
91,28329,2,2,1,4.416666667,4.5,4.5,4.25,3.5,3,4,3.5,2.833333333,1.5,3.5,3.5,1.333333333,1,1.25,1.75,3.166666667,3.5,3,3,0.072617087,0.557722309,5.23397762,0.252789031,0.075549133,0.024193122,-0.016122258,0.961968464,664958.7766,556196.4395,-0.00694047,0.966665326,679.4888141,0.226506115,1565.515626,0.964129317,97286324259,1.50662E+15,0.092911766,0.808631466,0.449386483,6.809000201,8.82141365,7.089269193,4.921037226,0.468580304,2.245882817,1.661629486,1.247934952
186,28329,3,3,1,2.916666667,3.5,2.5,2.75,3.416666667,3,4,3.25,2.75,2.75,2.75,2.75,4.083333333,4.5,4.5,3.25,4.916666667,5,4.75,5,0.072617087,0.557722309,5.23397762,0.252789031,0.075549133,0.024193122,-0.016122258,0.961968464,664958.7766,556196.4395,-0.00694047,0.966665326,679.4888141,0.226506115,1565.515626,0.964129317,97286324259,1.50662E+15,0.092911766,0.808631466,0.449386483,6.809000201,8.82141365,7.089269193,4.921037226,0.468580304,2.245882817,1.661629486,1.247934952
245,28329,2,1,1,2.833333333,2,3.5,3,3.916666667,3.5,5,3.25,3.416666667,3.75,2.25,4.25,3.333333333,3.25,4.25,2.5,3.333333333,3.5,3.75,2.75,0.072617087,0.557722309,5.23397762,0.252789031,0.075549133,0.024193122,-0.016122258,0.961968464,664958.7766,556196.4395,-0.00694047,0.966665326,679.4888141,0.226506115,1565.515626,0.964129317,97286324259,1.50662E+15,0.092911766,0.808631466,0.449386483,6.809000201,8.82141365,7.089269193,4.921037226,0.468580304,2.245882817,1.661629486,1.247934952
274,28329,4,2,2,3,2.75,3,3.25,4,3.75,4.5,3.75,3.833333333,3.75,4,3.75,3.666666667,3.25,4.25,3.5,4.75,4.25,5,5,0.072617087,0.557722309,5.23397762,0.252789031,0.075549133,0.024193122,-0.016122258,0.961968464,664958.7766,556196.4395,-0.00694047,0.966665326,679.4888141,0.226506115,1565.515626,0.964129317,97286324259,1.50662E+15,0.092911766,0.808631466,0.449386483,6.809000201,8.82141365,7.089269193,4.921037226,0.468580304,2.245882817,1.661629486,1.247934952
287,28329,1,1,1,1.916666667,1.5,1.75,2.5,4.25,5,5,2.75,4.166666667,4.5,3.75,4.25,3.333333333,3.5,3,3.5,3.916666667,4.5,3.5,3.75,0.072617087,0.557722309,5.23397762,0.252789031,0.075549133,0.024193122,-0.016122258,0.961968464,664958.7766,556196.4395,-0.00694047,0.966665326,679.4888141,0.226506115,1565.515626,0.964129317,97286324259,1.50662E+15,0.092911766,0.808631466,0.449386483,6.809000201,8.82141365,7.089269193,4.921037226,0.468580304,2.245882817,1.661629486,1.247934952
290,28329,5,4,5,3,2.75,1.75,4.5,3.5,2.75,4,3.75,3,2.75,3.5,2.75,2.166666667,3,1.75,1.75,3.166666667,3.25,1.75,4.5,0.072617087,0.557722309,5.23397762,0.252789031,0.075549133,0.024193122,-0.016122258,0.961968464,664958.7766,556196.4395,-0.00694047,0.966665326,679.4888141,0.226506115,1565.515626,0.964129317,97286324259,1.50662E+15,0.092911766,0.808631466,0.449386483,6.809000201,8.82141365,7.089269193,4.921037226,0.468580304,2.245882817,1.661629486,1.247934952
301,28329,2,1,1,3.916666667,3.5,4,4.25,1.75,2.25,1,2,3.583333333,5,3,2.75,3.416666667,3.5,3,3.75,4.583333333,5,5,3.75,0.072617087,0.557722309,5.23397762,0.252789031,0.075549133,0.024193122,-0.016122258,0.961968464,664958.7766,556196.4395,-0.00694047,0.966665326,679.4888141,0.226506115,1565.515626,0.964129317,97286324259,1.50662E+15,0.092911766,0.808631466,0.449386483,6.809000201,8.82141365,7.089269193,4.921037226,0.468580304,2.245882817,1.661629486,1.247934952
302,28329,2,2,1,2.333333333,1.5,3.25,2.25,3.666666667,4.5,4.25,2.25,3.583333333,3.25,3.75,3.75,2.583333333,3.5,2.25,2,3.5,4.25,1.5,4.75,0.072617087,0.557722309,5.23397762,0.252789031,0.075549133,0.024193122,-0.016122258,0.961968464,664958.7766,556196.4395,-0.00694047,0.966665326,679.4888141,0.226506115,1565.515626,0.964129317,97286324259,1.50662E+15,0.092911766,0.808631466,0.449386483,6.809000201,8.82141365,7.089269193,4.921037226,0.468580304,2.245882817,1.661629486,1.247934952
123,20917,4,4,3,2.083333333,2,1.75,2.5,2.916666667,3.25,2.25,3.25,2.083333333,2.75,2,1.5,4.583333333,5,4.25,4.5,3.916666667,3.75,4.25,3.75,0.134986664,0.580742227,3.305396566,0.395091728,0.060911528,0.017466564,-0.002583598,0.967068445,2270993.665,2076185.885,9.72833E-05,0.969761777,814.7432197,0.470602904,3099.058397,0.585177884,7.71877E+11,1.90463E+16,0.27399907,0.886188941,0.448596423,9.989516144,7.871787301,8.627830125,4.5802672,0.540522738,0.231057341,2.602376901,3.474310185
166,20917,4,4,3,2.083333333,3,1.75,1.5,3.5,4.25,3.5,2.75,1.666666667,1.25,1.25,2.5,4.416666667,5,4.25,4,4.416666667,5,4.75,3.5,0.134986664,0.580742227,3.305396566,0.395091728,0.060911528,0.017466564,-0.002583598,0.967068445,2270993.665,2076185.885,9.72833E-05,0.969761777,814.7432197,0.470602904,3099.058397,0.585177884,7.71877E+11,1.90463E+16,0.27399907,0.886188941,0.448596423,9.989516144,7.871787301,8.627830125,4.5802672,0.540522738,0.231057341,2.602376901,3.474310185
188,20917,1,1,1,2.833333333,2.25,3.75,2.5,3.25,2.5,4.5,2.75,3.333333333,4,2.5,3.5,2.666666667,3.25,3,1.75,3.416666667,4,2.5,3.75,0.134986664,0.580742227,3.305396566,0.395091728,0.060911528,0.017466564,-0.002583598,0.967068445,2270993.665,2076185.885,9.72833E-05,0.969761777,814.7432197,0.470602904,3099.058397,0.585177884,7.71877E+11,1.90463E+16,0.27399907,0.886188941,0.448596423,9.989516144,7.871787301,8.627830125,4.5802672,0.540522738,0.231057341,2.602376901,3.474310185
247,20917,5,5,4,2.666666667,1.75,3.5,2.75,3.75,4.25,4.5,2.5,2.583333333,3.25,2,2.5,4.666666667,5,4.25,4.75,4.25,4.25,5,3.5,0.134986664,0.580742227,3.305396566,0.395091728,0.060911528,0.017466564,-0.002583598,0.967068445,2270993.665,2076185.885,9.72833E-05,0.969761777,814.7432197,0.470602904,3099.058397,0.585177884,7.71877E+11,1.90463E+16,0.27399907,0.886188941,0.448596423,9.989516144,7.871787301,8.627830125,4.5802672,0.540522738,0.231057341,2.602376901,3.474310185
262,20917,3,2,2,2.833333333,2.5,3,3,3.416666667,3.5,4,2.75,2.916666667,3.25,2.25,3.25,3.25,3.25,3,3.5,3.916666667,4,4.25,3.5,0.134986664,0.580742227,3.305396566,0.395091728,0.060911528,0.017466564,-0.002583598,0.967068445,2270993.665,2076185.885,9.72833E-05,0.969761777,814.7432197,0.470602904,3099.058397,0.585177884,7.71877E+11,1.90463E+16,0.27399907,0.886188941,0.448596423,9.989516144,7.871787301,8.627830125,4.5802672,0.540522738,0.231057341,2.602376901,3.474310185
280,20917,4,4,2,2.416666667,2,1.75,3.5,3.5,3.5,4.5,2.5,4.333333333,3.75,4.75,4.5,3.166666667,3.5,3.5,2.5,4.333333333,4.75,3.75,4.5,0.134986664,0.580742227,3.305396566,0.395091728,0.060911528,0.017466564,-0.002583598,0.967068445,2270993.665,2076185.885,9.72833E-05,0.969761777,814.7432197,0.470602904,3099.058397,0.585177884,7.71877E+11,1.90463E+16,0.27399907,0.886188941,0.448596423,9.989516144,7.871787301,8.627830125,4.5802672,0.540522738,0.231057341,2.602376901,3.474310185
57,29743,5,4,4,2.416666667,2,2.75,2.5,3.583333333,4,4.5,2.25,2.416666667,2,2,3.25,2.166666667,1.75,3.5,1.25,3.166666667,4,2.25,3.25,0.193432083,0.518087855,0.02580849,0.702376804,0.056791444,0.017027791,0.075649698,0.96590431,2756488.754,1593911.279,-0.005897752,0.967934143,2883.625806,0.67679721,5445.190465,0.615740033,1.00805E+12,2.63974E+16,0.53124525,0.948362969,0.480528161,13.43292857,7.760901473,6.558362846,4.390722883,1.373608467,-2.140408304,8.305381003,3.021898515
81,29743,1,1,1,3.5,4.5,1.75,4.25,4.416666667,4.25,5,4,2.75,3.75,2,2.5,1.75,3,1.25,1,2.583333333,3,1.25,3.5,0.193432083,0.518087855,0.02580849,0.702376804,0.056791444,0.017027791,0.075649698,0.96590431,2756488.754,1593911.279,-0.005897752,0.967934143,2883.625806,0.67679721,5445.190465,0.615740033,1.00805E+12,2.63974E+16,0.53124525,0.948362969,0.480528161,13.43292857,7.760901473,6.558362846,4.390722883,1.373608467,-2.140408304,8.305381003,3.021898515
95,29743,2,2,1,2.5,2.75,2.5,2.25,3.666666667,4,4,3,3.333333333,3.25,3.25,3.5,3.083333333,4,3,2.25,3.75,4.75,3,3.5,0.193432083,0.518087855,0.02580849,0.702376804,0.056791444,0.017027791,0.075649698,0.96590431,2756488.754,1593911.279,-0.005897752,0.967934143,2883.625806,0.67679721,5445.190465,0.615740033,1.00805E+12,2.63974E+16,0.53124525,0.948362969,0.480528161,13.43292857,7.760901473,6.558362846,4.390722883,1.373608467,-2.140408304,8.305381003,3.021898515
305,29743,3,3,3,2.166666667,1.5,3.25,1.75,4.25,4.75,4,4,3.5,3.5,3.25,3.75,3.916666667,4.75,3.75,3.25,3.916666667,4.25,3.75,3.75,0.193432083,0.518087855,0.02580849,0.702376804,0.056791444,0.017027791,0.075649698,0.96590431,2756488.754,1593911.279,-0.005897752,0.967934143,2883.625806,0.67679721,5445.190465,0.615740033,1.00805E+12,2.63974E+16,0.53124525,0.948362969,0.480528161,13.43292857,7.760901473,6.558362846,4.390722883,1.373608467,-2.140408304,8.305381003,3.021898515
94,24729,2,1,2,3,2.75,2.25,4,3.5,2.75,4.5,3.25,3.083333333,2.5,3.5,3.25,2.333333333,3,2.5,1.5,2.666666667,2.75,1.75,3.5,0.059649229,0.561904762,3.064349176,0.414515913,0.069141791,0.025046968,0.159747306,0.963942016,390737.0964,387295.5296,0.061212311,0.965700442,819.3567454,0.247298713,1432.255289,0.706546631,1.49259E+11,3.16792E+15,0.065109697,0.813756655,0.439794786,8.334377315,9.227913419,6.255708061,5.228782708,1.111767216,2.081767344,1.70568141,1.49762174
96,24729,2,1,2,2.333333333,2.5,2.75,1.75,2.25,1.75,2.25,2.75,3.166666667,3,3.5,3,1.416666667,1.5,1,1.75,3.083333333,3.75,1.75,3.75,0.059649229,0.561904762,3.064349176,0.414515913,0.069141791,0.025046968,0.159747306,0.963942016,390737.0964,387295.5296,0.061212311,0.965700442,819.3567454,0.247298713,1432.255289,0.706546631,1.49259E+11,3.16792E+15,0.065109697,0.813756655,0.439794786,8.334377315,9.227913419,6.255708061,5.228782708,1.111767216,2.081767344,1.70568141,1.49762174
128,24729,4,4,2,2.5,2.75,3,1.75,2.833333333,3.25,2.5,2.75,3.166666667,3.5,3.5,2.5,2.416666667,2.25,2.25,2.75,3.916666667,5,3.75,3,0.059649229,0.561904762,3.064349176,0.414515913,0.069141791,0.025046968,0.159747306,0.963942016,390737.0964,387295.5296,0.061212311,0.965700442,819.3567454,0.247298713,1432.255289,0.706546631,1.49259E+11,3.16792E+15,0.065109697,0.813756655,0.439794786,8.334377315,9.227913419,6.255708061,5.228782708,1.111767216,2.081767344,1.70568141,1.49762174
262,24729,3,2,1,2.833333333,2.5,3,3,3.416666667,3.5,4,2.75,2.916666667,3.25,2.25,3.25,3.25,3.25,3,3.5,3.916666667,4,4.25,3.5,0.059649229,0.561904762,3.064349176,0.414515913,0.069141791,0.025046968,0.159747306,0.963942016,390737.0964,387295.5296,0.061212311,0.965700442,819.3567454,0.247298713,1432.255289,0.706546631,1.49259E+11,3.16792E+15,0.065109697,0.813756655,0.439794786,8.334377315,9.227913419,6.255708061,5.228782708,1.111767216,2.081767344,1.70568141,1.49762174
267,24729,1,1,1,3.916666667,3.75,3.75,4.25,2.666666667,3,3,2,3.25,2.75,3,4,2.166666667,2.75,1.25,2.5,3.25,3.75,3.5,2.5,0.059649229,0.561904762,3.064349176,0.414515913,0.069141791,0.025046968,0.159747306,0.963942016,390737.0964,387295.5296,0.061212311,0.965700442,819.3567454,0.247298713,1432.255289,0.706546631,1.49259E+11,3.16792E+15,0.065109697,0.813756655,0.439794786,8.334377315,9.227913419,6.255708061,5.228782708,1.111767216,2.081767344,1.70568141,1.49762174
282,24729,4,5,3,3.666666667,3.75,4,3.25,3.333333333,3.5,3.5,3,3.083333333,3.25,2.5,3.5,4.083333333,4.75,3.75,3.75,3.916666667,4,4,3.75,0.059649229,0.561904762,3.064349176,0.414515913,0.069141791,0.025046968,0.159747306,0.963942016,390737.0964,387295.5296,0.061212311,0.965700442,819.3567454,0.247298713,1432.255289,0.706546631,1.49259E+11,3.16792E+15,0.065109697,0.813756655,0.439794786,8.334377315,9.227913419,6.255708061,5.228782708,1.111767216,2.081767344,1.70568141,1.49762174
289,24729,3,4,4,3.25,3.5,3,3.25,2.75,3,2.75,2.5,3.25,3.5,3.25,3,3.333333333,3.25,3.75,3,4.583333333,4.5,5,4.25,0.059649229,0.561904762,3.064349176,0.414515913,0.069141791,0.025046968,0.159747306,0.963942016,390737.0964,387295.5296,0.061212311,0.965700442,819.3567454,0.247298713,1432.255289,0.706546631,1.49259E+11,3.16792E+15,0.065109697,0.813756655,0.439794786,8.334377315,9.227913419,6.255708061,5.228782708,1.111767216,2.081767344,1.70568141,1.49762174
10,20677,3,4,2,4.5,4.75,4,4.75,3.833333333,4,4,3.5,3.333333333,2.75,3.5,3.75,3.166666667,3.25,3,3.25,4.333333333,4.25,4,4.75,0.074674158,0.591673339,1.535849549,0.290725025,0.068711111,0.019699327,-0.128434174,0.968311687,944922.9141,1441452.047,0.092729962,0.968242438,1025.971845,0.471199501,3325.869361,0.731220609,3.82809E+11,7.35288E+15,0.229117937,0.884526779,0.483277242,8.4184754,9.133161836,4.931082683,6.242036895,1.602609088,2.591055541,1.419671083,1.644288739
58,20677,4,5,3,2.666666667,2,2.5,3.5,3.25,3,4,2.75,2.416666667,2.25,2.75,2.25,2.166666667,2.5,1.75,2.25,4.083333333,4.5,3.75,4,0.074674158,0.591673339,1.535849549,0.290725025,0.068711111,0.019699327,-0.128434174,0.968311687,944922.9141,1441452.047,0.092729962,0.968242438,1025.971845,0.471199501,3325.869361,0.731220609,3.82809E+11,7.35288E+15,0.229117937,0.884526779,0.483277242,8.4184754,9.133161836,4.931082683,6.242036895,1.602609088,2.591055541,1.419671083,1.644288739
61,20677,3,3,3,3.416666667,3.75,3,3.5,3.583333333,4,4,2.75,3.333333333,3.25,2.75,4,3.916666667,4.25,3.75,3.75,4.333333333,3.75,5,4.25,0.074674158,0.591673339,1.535849549,0.290725025,0.068711111,0.019699327,-0.128434174,0.968311687,944922.9141,1441452.047,0.092729962,0.968242438,1025.971845,0.471199501,3325.869361,0.731220609,3.82809E+11,7.35288E+15,0.229117937,0.884526779,0.483277242,8.4184754,9.133161836,4.931082683,6.242036895,1.602609088,2.591055541,1.419671083,1.644288739
205,20677,4,5,5,3.166666667,2.25,3.5,3.75,3.083333333,3.5,3,2.75,1.666666667,1,2.25,1.75,2.416666667,2.5,2.25,2.5,4.5,4.5,4.25,4.75,0.074674158,0.591673339,1.535849549,0.290725025,0.068711111,0.019699327,-0.128434174,0.968311687,944922.9141,1441452.047,0.092729962,0.968242438,1025.971845,0.471199501,3325.869361,0.731220609,3.82809E+11,7.35288E+15,0.229117937,0.884526779,0.483277242,8.4184754,9.133161836,4.931082683,6.242036895,1.602609088,2.591055541,1.419671083,1.644288739
212,20677,1,1,1,3.333333333,3.5,3.25,3.25,3.25,3.5,4,2.25,4,4,3.5,4.5,1.916666667,1.5,3,1.25,3.25,3,3.25,3.5,0.074674158,0.591673339,1.535849549,0.290725025,0.068711111,0.019699327,-0.128434174,0.968311687,944922.9141,1441452.047,0.092729962,0.968242438,1025.971845,0.471199501,3325.869361,0.731220609,3.82809E+11,7.35288E+15,0.229117937,0.884526779,0.483277242,8.4184754,9.133161836,4.931082683,6.242036895,1.602609088,2.591055541,1.419671083,1.644288739
234,20677,1,1,1,1.75,2.25,1.75,1.25,3.083333333,3.25,3.75,2.25,3.166666667,3,3,3.5,4.75,4.75,5,4.5,2.583333333,3,2.75,2,0.074674158,0.591673339,1.535849549,0.290725025,0.068711111,0.019699327,-0.128434174,0.968311687,944922.9141,1441452.047,0.092729962,0.968242438,1025.971845,0.471199501,3325.869361,0.731220609,3.82809E+11,7.35288E+15,0.229117937,0.884526779,0.483277242,8.4184754,9.133161836,4.931082683,6.242036895,1.602609088,2.591055541,1.419671083,1.644288739
239,20677,1,1,1,3.833333333,3.75,4.25,3.5,2.583333333,2.75,3,2,3.833333333,3.75,3.75,4,2.333333333,2.75,2.25,2,4.083333333,5,3,4.25,0.074674158,0.591673339,1.535849549,0.290725025,0.068711111,0.019699327,-0.128434174,0.968311687,944922.9141,1441452.047,0.092729962,0.968242438,1025.971845,0.471199501,3325.869361,0.731220609,3.82809E+11,7.35288E+15,0.229117937,0.884526779,0.483277242,8.4184754,9.133161836,4.931082683,6.242036895,1.602609088,2.591055541,1.419671083,1.644288739
289,20677,3,3,4,3.25,3.5,3,3.25,2.75,3,2.75,2.5,3.25,3.5,3.25,3,3.333333333,3.25,3.75,3,4.583333333,4.5,5,4.25,0.074674158,0.591673339,1.535849549,0.290725025,0.068711111,0.019699327,-0.128434174,0.968311687,944922.9141,1441452.047,0.092729962,0.968242438,1025.971845,0.471199501,3325.869361,0.731220609,3.82809E+11,7.35288E+15,0.229117937,0.884526779,0.483277242,8.4184754,9.133161836,4.931082683,6.242036895,1.602609088,2.591055541,1.419671083,1.644288739
309,20677,2,3,3,2.333333333,1.5,2.5,3,3.583333333,3.5,4.75,2.5,3,3,2.75,3.25,3.833333333,3.5,3.75,4.25,4.833333333,5,4.5,5,0.074674158,0.591673339,1.535849549,0.290725025,0.068711111,0.019699327,-0.128434174,0.968311687,944922.9141,1441452.047,0.092729962,0.968242438,1025.971845,0.471199501,3325.869361,0.731220609,3.82809E+11,7.35288E+15,0.229117937,0.884526779,0.483277242,8.4184754,9.133161836,4.931082683,6.242036895,1.602609088,2.591055541,1.419671083,1.644288739
11,30793,3,2,2,3.25,4.25,2.25,3.25,4.083333333,4.5,4.25,3.5,3.25,3.5,3.25,3,3.833333333,4,3.75,3.75,4.333333333,3.75,4.75,4.5,0.139656984,0.417161961,3.235989094,0.763139158,0.056654344,0.031175856,0.031427749,0.966064398,1834182.296,1605191.846,0.026253552,0.962190017,1457.80763,0.547417474,4990.16664,0.707786106,6.03657E+11,1.38203E+16,0.436466494,0.915937146,0.462076635,15.08157248,10.25067454,5.010122209,7.665152648,1.531454865,-0.715865274,3.442621602,3.018160947
51,30793,2,2,1,2.833333333,3.25,2.25,3,4.25,4.25,3.75,4.75,2.583333333,3.75,1.5,2.5,2.083333333,2.25,2.25,1.75,4.25,5,3.5,4.25,0.139656984,0.417161961,3.235989094,0.763139158,0.056654344,0.031175856,0.031427749,0.966064398,1834182.296,1605191.846,0.026253552,0.962190017,1457.80763,0.547417474,4990.16664,0.707786106,6.03657E+11,1.38203E+16,0.436466494,0.915937146,0.462076635,15.08157248,10.25067454,5.010122209,7.665152648,1.531454865,-0.715865274,3.442621602,3.018160947
136,30793,2,3,2,4.166666667,4.5,3.75,4.25,3.666666667,4.5,3.25,3.25,4.166666667,4.25,4.25,4,1.583333333,1.5,1.5,1.75,4.833333333,4.75,5,4.75,0.139656984,0.417161961,3.235989094,0.763139158,0.056654344,0.031175856,0.031427749,0.966064398,1834182.296,1605191.846,0.026253552,0.962190017,1457.80763,0.547417474,4990.16664,0.707786106,6.03657E+11,1.38203E+16,0.436466494,0.915937146,0.462076635,15.08157248,10.25067454,5.010122209,7.665152648,1.531454865,-0.715865274,3.442621602,3.018160947
